site_name,town,county,permit_type,activity,status,latitude,longitude,permit_regime
RMR Recycling Ltd,Blackwood,Caerphilly,Bespoke,,Effective,51.694813760376455,-3.164638496663848,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Pancross A D Plant,Barry,South Glamorgan,Standard,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.42438879306064,-3.3720436593068874,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Newport Refrigerator Plant,Newport,Gwent,Bespoke,,Effective,51.56108173179479,-2.9859419181005733,Installation
Harp International Limited Gellihirion Hazardous Waste,Pontypridd,Rhondda Cynon Taff,Bespoke,,Effective,51.58169315788914,-3.2938895244769073,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
Atlantic Recycling Limited,Cardiff,Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.5013353423153,-3.1026603562659676,Installation
